DFE	s
DFE1	-0.29116367637179785
DFE1	-0.35182423340156677
DFE1	-0.7067682588472962
DFE1	-0.763609421486035
DFE1	-0.5938363869441673
DFE1	-0.4952479611383751
DFE1	-0.7288317562779412
DFE1	-0.9516527615254745
DFE1	-0.5670072712935508
DFE1	-0.9151811317075044
DFE1	-0.18885565446689723
DFE1	-0.40567747219465666
DFE1	-0.2586258254246786
DFE1	-0.4538489159662277
DFE1	-0.7340538321994245
DFE1	-0.3071348704630509
DFE1	-0.9111181036802009
DFE1	-0.3159796397201716
DFE1	-0.7061529697384685
DFE1	-0.1553282180102542
DFE1	-0.46811427269130945
DFE1	-0.3890286368550733
DFE1	-0.8802499337121844
DFE1	-0.8420451251789928
DFE1	-0.1869431587634608
DFE1	-0.7436951062642038
DFE1	-0.9045004505198448
DFE1	-0.3101371927419677
DFE1	-0.15320778468158092
DFE1	-0.1511186135467142
DFE1	-0.31881786067970097
DFE1	-0.524875336815603
DFE1	-0.5709095997968688
DFE1	-0.554655289533548
DFE1	-0.17641686741262674
DFE1	-0.7979470680002123
DFE1	-0.9227025956381112
DFE1	-0.5173528561601415
DFE1	-0.9092648286372423
DFE1	-0.1824255811749026
DFE1	-0.5929755847668274
DFE1	-0.1327940815361216
DFE1	-0.4557400355115533
DFE1	-0.41177179326768965
DFE1	-0.8237258471548558
DFE1	-0.568603442562744
DFE1	-0.9671645912807435
DFE1	-0.17082410203292964
DFE1	-0.7770187977235764
DFE1	-0.8544386176858098
DFE1	-0.4752267471048981
DFE1	-0.6057707022409886
DFE1	-0.6018682408845052
DFE1	-0.11666949065402143
DFE1	-0.6010931746801361
DFE1	-0.15018255256582047
DFE1	-0.9041278135264292
DFE1	-0.5527459242613986
DFE1	-0.9392879445571453
DFE1	-0.5962087033782154
DFE1	-0.8733022879576311
DFE1	-0.836928517697379
DFE1	-0.262174880807288
DFE1	-0.1761909656925127
DFE1	-0.17241408766712996
DFE1	-0.9907347462838516
DFE1	-0.7558405711315572
DFE1	-0.738335637957789
DFE1	-0.34387151720002296
DFE1	-0.8183052653446794
DFE1	-0.9349328237585723
DFE1	-0.6026216011028737
DFE1	-0.8499204091494903
DFE1	-0.51440731624607
DFE1	-0.20940592060796914
DFE1	-0.3348637968301773
DFE1	-0.49798004562035203
DFE1	-0.6817942945286631
DFE1	-0.9859813067596406
DFE1	-0.5363923464901745
DFE1	-0.5532224306371063
DFE1	-0.5887786399107426
DFE1	-0.6083859243430196
DFE1	-0.4537674191407859
DFE1	-0.16607835919130587
DFE1	-0.5814413062762469
DFE1	-0.9455858455039561
DFE1	-0.552540126326494
DFE1	-0.9902834926964715
DFE1	-0.24523865305818615
DFE1	-0.4728992832824588
DFE1	-0.4869797019055113
DFE1	-0.6116252881009132
DFE1	-0.41603591907769444
DFE1	-0.17436897463630885
DFE1	-0.6677818491589278
DFE1	-0.16231796857900915
DFE1	-0.7428453925065697
DFE1	-0.1635874004801735
DFE1	-0.5831145455827936
DFE1	-0.8157756855478511
DFE1	-0.5317620771471411
DFE1	-0.3102896668948233
DFE1	-0.9288213621126488
DFE1	-0.6852474890183657
DFE1	-0.811240537604317
DFE1	-0.9000506521435454
DFE1	-0.5761592735536396
DFE1	-0.48010118694510306
DFE1	-0.8002262830734252
DFE1	-0.23278297185897823
DFE1	-0.2573927160818129
DFE1	-0.24354603458195923
DFE1	-0.9669278333196416
DFE1	-0.5410885642282665
DFE1	-0.417186692985706
DFE1	-0.25108387528453024
DFE1	-0.7806833880022168
DFE1	-0.4536812368314713
DFE1	-0.37652592102531346
DFE1	-0.4883499601390212
DFE1	-0.8933983574155718
DFE1	-0.4607606804696843
DFE1	-0.1699274856597185
DFE1	-0.9821694506332278
DFE1	-0.4626611177576706
DFE1	-0.5502244441071524
DFE1	-0.40298906371463084
DFE1	-0.5255172170931472
DFE1	-0.9178140123840421
DFE1	-0.7746197532862424
DFE1	-0.3833781344117596
DFE1	-0.961014305287972
DFE1	-0.4434399607824161
DFE1	-0.6818418014794587
DFE1	-0.2421595278196037
DFE1	-0.4732306867605075
DFE1	-0.18549062481615686
DFE1	-0.21738981539383528
DFE1	-0.7612919866107404
DFE1	-0.7173352233832702
DFE1	-0.36362199890427294
DFE1	-0.41370190186426037
DFE1	-0.2311365942470729
DFE1	-0.18861170609015965
DFE1	-0.33214965863153334
DFE1	-0.36121058717835697
DFE1	-0.6077276853146032
DFE1	-0.2820906276581808
DFE1	-0.9348879939876497
DFE1	-0.411118730274029
DFE1	-0.12124250950291748
DFE1	-0.48851610685233027
DFE1	-0.19125529003795239
DFE1	-0.9225300086895004
DFE1	-0.23169616758823397
DFE1	-0.5709088121075183
DFE1	-0.7771363574778661
DFE1	-0.8002218834124506
DFE1	-0.3546753180678933
DFE1	-0.353297082777135
DFE1	-0.8278264854103327
DFE1	-0.1344855322036892
DFE1	-0.28893820187076924
DFE1	-0.6487259881338104
DFE1	-0.8948503356426954
DFE1	-0.3602396713104099
DFE1	-0.4804669185075908
DFE1	-0.5173038304084911
DFE1	-0.7348372052889317
DFE1	-0.38485725428909057
DFE1	-0.1405416741268709
DFE1	-0.12238422257360071
DFE1	-0.6528955484740435
DFE1	-0.4450666788499802
DFE1	-0.18209500310476867
DFE1	-0.3396260015200824
DFE1	-0.7576036195969209
DFE1	-0.16272802301682532
DFE1	-0.5047564773820341
DFE1	-0.7630657683126628
DFE1	-0.2324854115722701
DFE1	-0.4036046204157173
DFE1	-0.881458735326305
DFE1	-0.8388477941509336
DFE1	-0.9364342382410541
DFE1	-0.941942217736505
DFE1	-0.4483210805803537
DFE1	-0.2198186524678022
DFE1	-0.7220545556861907
DFE1	-0.8821404353016987
DFE1	-0.1034969825996086
DFE1	-0.5015438041184097
DFE1	-0.249279998568818
DFE1	-0.8464274437865242
DFE1	-0.8420701835071668
DFE1	-0.5939586032647639
DFE1	-0.3371586007764563
DFE1	-0.15965384917799386
DFE1	-0.7667129382723943
DFE1	-0.2120782953454181
DFE1	-0.8003005157224834
DFE1	-0.5118625253904611
DFE1	-0.7385941591113805
DFE1	-0.8760269867256284
DFE1	-0.18688382327090947
DFE1	-0.8481660068267957
DFE1	-0.9758535707136616
DFE1	-0.9689120468916371
DFE1	-0.3516986739588901
DFE1	-0.6650866599287837
DFE1	-0.10594059927389021
DFE1	-0.584615828259848
DFE1	-0.3665927976835519
DFE1	-0.5327247051987797
DFE1	-0.4100723173469305
DFE1	-0.3459427789319306
DFE1	-0.51154164748732
DFE1	-0.9566483567468822
DFE1	-0.5371035945601761
DFE1	-0.8072581281885505
DFE1	-0.6208369123050943
DFE1	-0.4153089714935049
DFE1	-0.25289238614495846
DFE1	-0.5221512918360531
DFE1	-0.676804402563721
DFE1	-0.5001974188024179
DFE1	-0.2539782195817679
DFE1	-0.17804168823640787
DFE1	-0.48492484712041917
DFE1	-0.3577696893597021
DFE1	-0.6027033340884372
DFE1	-0.9296969751128927
DFE1	-0.6480936814565211
DFE1	-0.8215886504389346
DFE1	-0.8091234746389091
DFE1	-0.5788546608062461
DFE1	-0.9965465001994744
DFE1	-0.5787665967596695
DFE1	-0.9326741020195186
DFE1	-0.9232443329179659
DFE1	-0.2459779115626588
DFE1	-0.5622829754371196
DFE1	-0.8624906242359429
DFE1	-0.6116845215437934
DFE1	-0.865378498332575
DFE1	-0.54347476339899
DFE1	-0.8855696621583775
DFE1	-0.3212873675860465
DFE1	-0.3283164498163387
DFE1	-0.3692871026229113
DFE1	-0.3955454714363441
DFE1	-0.27747023701667783
DFE1	-0.44992527940776195
DFE1	-0.6621429397258907
DFE1	-0.988036243058741
DFE1	-0.2038941596169025
DFE1	-0.13119597928598525
DFE1	-0.7397348158527166
DFE1	-0.22904026266187427
DFE1	-0.8471962853800505
DFE1	-0.5790312046417967
DFE1	-0.5977365912636742
DFE1	-0.9546221691183746
DFE1	-0.9302815780742094
DFE1	-0.9620508499909193
DFE1	-0.9005472325487063
DFE1	-0.3187647724291309
DFE1	-0.2053886074805632
DFE1	-0.6390839798143133
DFE1	-0.20797814785037183
DFE1	-0.9490516553865745
DFE1	-0.447986807138659
DFE1	-0.8207794608781114
DFE1	-0.42372932413127273
DFE1	-0.9397645362187177
DFE1	-0.4043201925000176
DFE1	-0.5379325781948865
DFE1	-0.7545546252047644
DFE1	-0.3964328616391867
DFE1	-0.43149560731835657
DFE1	-0.7640881266444921
DFE1	-0.3125909846276045
DFE1	-0.8712105548940599
DFE1	-0.46389017424080514
DFE1	-0.7678464712342248
DFE1	-0.6450765458401293
DFE1	-0.9699490142520517
DFE1	-0.9832112239673734
DFE1	-0.44706578580662604
DFE1	-0.38937313517089933
DFE1	-0.30375624871812756
DFE1	-0.5471070797881111
DFE1	-0.5157293160911649
DFE1	-0.5952926397323608
DFE1	-0.13097582922782747
DFE1	-0.38729891043622044
DFE1	-0.42290478374343365
DFE1	-0.36351950017269696
DFE1	-0.9138076206669211
DFE1	-0.867274362873286
DFE1	-0.9733846159651875
DFE1	-0.4237096981145442
DFE1	-0.5058821856277063
DFE1	-0.233218910661526
DFE1	-0.29174730221275236
DFE1	-0.9216738326940686
DFE1	-0.41337532720062875
DFE1	-0.4825727690011262
DFE1	-0.893028852948919
DFE1	-0.4804739356273785
DFE1	-0.9912631584331393
DFE1	-0.20137068352196363
DFE1	-0.114891824987717
DFE1	-0.44583390923216937
DFE1	-0.9942883920157328
DFE1	-0.4112197747454047
DFE1	-0.6396631368435919
DFE1	-0.26659717648290093
DFE1	-0.18344542284030463
DFE1	-0.8590155739337206
DFE1	-0.18840490903239693
DFE1	-0.33801581466104835
DFE1	-0.9770834161434323
DFE1	-0.6257987297140062
DFE1	-0.2589787720702589
DFE1	-0.3174569956259802
DFE1	-0.1660820950055495
DFE1	-0.15979303172789516
DFE1	-0.13545697948429736
DFE1	-0.6493277377448976
DFE1	-0.8889650418423116
DFE1	-0.8467968252487481
DFE1	-0.4212467538192868
DFE1	-0.45512072476558385
DFE1	-0.39067517498042437
DFE1	-0.7058483726345002
DFE1	-0.9979102130047977
DFE1	-0.2805745339486748
DFE1	-0.37171863804105665
DFE1	-0.934397784457542
DFE1	-0.4587668325286358
DFE1	-0.22123657627962523
DFE1	-0.6634161948226391
DFE1	-0.2569209995446726
DFE1	-0.6552508071064949
DFE1	-0.9569741762010381
DFE1	-0.5270400580251589
DFE1	-0.6247081737034023
DFE1	-0.947975296434015
DFE1	-0.1369715933687985
DFE1	-0.474387254868634
DFE1	-0.8622918417444453
DFE1	-0.7099895610706881
DFE1	-0.13500525902491056
DFE1	-0.15883941401261836
DFE1	-0.6042526253731921
DFE1	-0.10389466765336686
DFE1	-0.37260554775130006
DFE1	-0.5803547513671219
DFE1	-0.701120202243328
DFE1	-0.2164357236819342
DFE1	-0.9655819685198367
DFE1	-0.6912227313267068
DFE1	-0.7209058286389336
DFE1	-0.6758629782125354
DFE1	-0.7045628906460479
DFE1	-0.7306627987418324
DFE1	-0.560133878304623
DFE1	-0.7265711940824986
DFE1	-0.6344254177762195
DFE1	-0.3790561399422586
DFE1	-0.23039329817984255
DFE1	-0.468114410364069
DFE1	-0.97518927345518025
DFE1	-0.23180463528260586
DFE1	-0.949805677565746
DFE1	-0.53728185207583
DFE1	-0.25638159327209
DFE1	-0.37821406607981767
DFE1	-0.8552038123132661
DFE1	-0.5482709131203591
DFE1	-0.888134433585219
DFE1	-0.2229189969133586
DFE1	-0.9681313402950764
DFE1	-0.9290107049047946
DFE1	-0.4413686229847371
DFE1	-0.6284843679750338
DFE1	-0.7462494902079925
DFE1	-0.9786911764414981
DFE1	-0.8207545588724315
DFE1	-0.9813735639909282
DFE1	-0.7016425653826446
DFE1	-0.9611385194351897
DFE1	-0.17137357057072222
DFE1	-0.801410362473689
DFE1	-0.41060724034905427
DFE1	-0.6395331905223429
DFE1	-0.9810050171567127
DFE1	-0.7917544519295916
DFE1	-0.5910466523608193
DFE1	-0.908250928693451
DFE1	-0.36118567930534484
DFE1	-0.553621459309943
DFE1	-0.5883380657061934
DFE1	-0.464625109359622
DFE1	-0.5751562063815072
DFE1	-0.22965840748511257
DFE1	-0.8847054755780845
DFE1	-0.7841167827602475
DFE1	-0.49074700800701976
DFE1	-0.9695083379978314
DFE1	-0.2602854338707402
DFE1	-0.28446362407412373
DFE1	-0.3476193770766258
DFE1	-0.2992290660971776
DFE1	-0.1500620291801169
DFE1	-0.8997382546309382
DFE1	-0.4109843757003545
DFE1	-0.8204484783811494
DFE1	-0.8606950789224357
DFE1	-0.8739378352882341
DFE1	-0.8360309487208724
DFE1	-0.9013963646022602
DFE1	-0.5427801904967055
DFE1	-0.6360907762078568
DFE1	-0.8663280866574496
DFE1	-0.9658479648642242
DFE1	-0.7570772285340354
DFE1	-0.33032111669890585
DFE1	-0.1118347994750365
DFE1	-0.5492921889293938
DFE1	-0.704331542365253
DFE1	-0.5630680024856701
DFE1	-0.4295786119997501
DFE1	-0.8800798458280041
DFE1	-0.8741549542406574
DFE1	-0.7231765618547796
DFE1	-0.6879919085185975
DFE1	-0.6384374050423502
DFE1	-0.550777563592419
DFE1	-0.1802529614884406
DFE1	-0.15187803786247966
DFE1	-0.1686137111857533
DFE1	-0.7341237391578033
DFE1	-0.3399268615525216
DFE1	-0.6463668537093326
DFE1	-0.6637651340803131
DFE1	-0.9628392712911591
DFE1	-0.861314548086375
DFE1	-0.8843480687122792
DFE1	-0.6917522779665888
DFE1	-0.8615517540602013
DFE1	-0.2950952587649226
DFE1	-0.12707290162798013
DFE1	-0.6987292918143794
DFE1	-0.8539425492053851
DFE1	-0.6012009711936116
DFE1	-0.23981732630636543
DFE1	-0.7836076035164297
DFE1	-0.558817746420391
DFE1	-0.8770727856783196
DFE1	-0.12362509607337413
DFE1	-0.5447874004486948
DFE1	-0.23318287727888676
DFE1	-0.6000969970133155
DFE1	-0.7073346477234737
DFE1	-0.19920692958403374
DFE1	-0.9304087596246973
DFE1	-0.8986441599903628
DFE1	-0.4650864478433504
DFE1	-0.24302707931492473
DFE1	-0.1740024136845022
DFE1	-0.7666380442911759
DFE1	-0.8731410836335272
DFE1	-0.2910571180749685
DFE1	-0.6074847316602245
DFE1	-0.7436114888172596
DFE1	-0.921953846514225
DFE1	-0.37226159300189465
DFE1	-0.7594564667437226
DFE1	-0.3639814794529229
DFE1	-0.857174503360875
DFE1	-0.3617675583576784
DFE1	-0.6540087662171572
DFE1	-0.8624037948437036
DFE1	-0.19798163343220943
DFE1	-0.151391854789108
DFE1	-0.44061028747819364
DFE1	-0.5807712123030797
DFE1	-0.25573059055022895
DFE1	-0.541271157283336
DFE1	-0.4526278162142262
DFE1	-0.5388237750390544
DFE1	-0.3398559766355902
DFE1	-0.9149058817420155
DFE1	-0.7243749317713082
DFE1	-0.4571795364376158
DFE1	-0.2703226879006252
DFE1	-0.8067047937074676
DFE1	-0.8824570922879502
DFE1	-0.3438459408702329
DFE1	-0.29359077964909375
DFE1	-0.6531566621502861
DFE1	-0.25132006956264374
DFE1	-0.7394562139641494
DFE1	-0.2613563575781882
DFE1	-0.10321828767191621
DFE1	-0.345516835548915
DFE1	-0.47709847176447506
DFE1	-0.9267740745097399
DFE1	-0.40926384548656636
DFE1	-0.8591339729260653
DFE1	-0.5304009526735172
DFE1	-0.35345857921056445
DFE1	-0.32653415189124646
DFE1	-0.293251290358603
DFE1	-0.3903835427947342
DFE1	-0.6024081159150227
DFE1	-0.6215780548518524
DFE1	-0.3585771411424502
DFE1	-0.24615591992624097
DFE1	-0.2210377954645082
DFE1	-0.2643843645229935
DFE1	-0.8945566741982475
DFE1	-0.40936972317285836
DFE1	-0.8821687981951982
DFE1	-0.6669672092655674
DFE1	-0.34427228574641044
DFE1	-0.9851756552001462
DFE1	-0.8460710192797706
DFE1	-0.9003627831116319
DFE1	-0.3313762086676434
DFE1	-0.14753346212673935
DFE1	-0.32179838288575413
DFE1	-0.3290192271349951
DFE1	-0.36247847219929097
DFE1	-0.22972877502907063
DFE1	-0.5654985957778991
DFE1	-0.7276296258205548
DFE1	-0.34378367234021423
DFE1	-0.19384287868160754
DFE1	-0.6104493825230748
DFE1	-0.4360816170694306
DFE1	-0.3636514514451846
DFE1	-0.2356823855312541
DFE1	-0.6127735778223723
DFE1	-0.16612946009263396
DFE1	-0.602171927713789
DFE1	-0.8191869742935524
DFE1	-0.12851861543022092
DFE1	-0.26935980084817857
DFE1	-0.9918256532866507
DFE1	-0.28782250999938697
DFE1	-0.6874231379246338
DFE1	-0.7369689638260752
DFE1	-0.25728214599657806
DFE1	-0.41623196990694844
DFE1	-0.11625204463489347
DFE1	-0.445455452054739
DFE1	-0.4522342973854393
DFE1	-0.5290238191839307
DFE1	-0.8044499926036224
