DFE	s
DFE1	-0.9778473113663495
DFE1	-0.24716134660411626
DFE1	-0.6305360833182931
DFE1	-0.7596296163275837
DFE1	-0.8485308706527576
DFE1	-0.5946092489175498
DFE1	-0.7760057114530354
DFE1	-0.8056712847203016
DFE1	-0.8528868466150016
DFE1	-0.7720090322662145
DFE1	-0.4462442163843662
DFE1	-0.15862398904282593
DFE1	-0.28308275791350745
DFE1	-0.8633632189128548
DFE1	-0.4444517510011792
DFE1	-0.25024932397063815
DFE1	-0.46696469467133284
DFE1	-0.6966880628606305
DFE1	-0.9525714139221236
DFE1	-0.423779689730145
DFE1	-0.9943207878619432
DFE1	-0.34528639502823355
DFE1	-0.319089122954756
DFE1	-0.3827582907862961
DFE1	-0.16991410499904303
DFE1	-0.8696508369408548
DFE1	-0.8431657309411094
DFE1	-0.32006664020009334
DFE1	-0.9836514767259359
DFE1	-0.3283734331373125
DFE1	-0.5863345496589318
DFE1	-0.1749112621881067
DFE1	-0.6400754254776984
DFE1	-0.8252012886339799
DFE1	-0.23783991297241303
DFE1	-0.689885871624574
DFE1	-0.3806088426616042
DFE1	-0.10048623022157699
DFE1	-0.32997012764681133
DFE1	-0.9111741675063968
DFE1	-0.7470430475194008
DFE1	-0.7808859501034021
DFE1	-0.2835061599034816
DFE1	-0.5685376293258741
DFE1	-0.35772944407071916
DFE1	-0.5522204304812476
DFE1	-0.49999255272559817
DFE1	-0.737557116523385
DFE1	-0.4213656668318435
DFE1	-0.5770876975730062
DFE1	-0.28069963071029636
DFE1	-0.4730445825261995
DFE1	-0.21281547367107123
DFE1	-0.4706416434375569
DFE1	-0.6449963033664972
DFE1	-0.8978112672455609
DFE1	-0.7646833486389368
DFE1	-0.612514812964946
DFE1	-0.546471918025054
DFE1	-0.6869561165105551
DFE1	-0.7157530612079426
DFE1	-0.38800140235107394
DFE1	-0.8888761859154328
DFE1	-0.41091521808411924
DFE1	-0.9439166934229434
DFE1	-0.7687460051383823
DFE1	-0.2874973543919622
DFE1	-0.8177560669137165
DFE1	-0.24499621908180413
DFE1	-0.9720660956576467
DFE1	-0.28945579738356175
DFE1	-0.6225012464681641
DFE1	-0.947345435176976
DFE1	-0.3742831081384793
DFE1	-0.3461158528691157
DFE1	-0.5490808145143091
DFE1	-0.15885188356041902
DFE1	-0.2774521362967789
DFE1	-0.9311151411617175
DFE1	-0.4747664263937622
DFE1	-0.31593469427898524
DFE1	-0.7571198456920684
DFE1	-0.9424837630707771
DFE1	-0.6665049927774817
DFE1	-0.25213190885260695
DFE1	-0.15351490976754578
DFE1	-0.528038923558779
DFE1	-0.6172616230323911
DFE1	-0.9135766837280244
DFE1	-0.5194506258703768
DFE1	-0.5954237892758101
DFE1	-0.7893296691821888
DFE1	-0.5144164667697624
DFE1	-0.11790175174828621
DFE1	-0.3783347185468301
DFE1	-0.371484108408913
DFE1	-0.3394627191126346
DFE1	-0.19291173389647154
DFE1	-0.7622382898582145
DFE1	-0.2543540144572034
DFE1	-0.23199494283180677
DFE1	-0.9514300878858194
DFE1	-0.9828094632131978
DFE1	-0.7316078470088541
DFE1	-0.29619905482977626
DFE1	-0.12921450261492284
DFE1	-0.8847567258868366
DFE1	-0.37740587794687597
DFE1	-0.44092919731047
DFE1	-0.6570521887391805
DFE1	-0.10192270611878484
DFE1	-0.8138618585886433
DFE1	-0.2165164443431422
DFE1	-0.31206576514523476
DFE1	-0.5175313670188189
DFE1	-0.23451081172097477
DFE1	-0.7157563829561695
DFE1	-0.47034419504925606
DFE1	-0.10400650424417102
DFE1	-0.8457921965280548
DFE1	-0.279289604537189
DFE1	-0.2880261152284219
DFE1	-0.5332378949737175
DFE1	-0.5022757227998227
DFE1	-0.25060970997437837
DFE1	-0.5537932237843051
DFE1	-0.49485595084261147
DFE1	-0.37057667602784927
DFE1	-0.28655659724026916
DFE1	-0.16118809473700824
DFE1	-0.9849580865586176
DFE1	-0.33318830300122493
DFE1	-0.9457652012584731
DFE1	-0.4006097402190789
DFE1	-0.6186163533711806
DFE1	-0.6642634222982451
DFE1	-0.8654360356973484
DFE1	-0.5165841683745385
DFE1	-0.2080229866318405
DFE1	-0.22529822632204743
DFE1	-0.814433638076298
DFE1	-0.55061968897935
DFE1	-0.36797676975838833
DFE1	-0.9813202871475368
DFE1	-0.1431801469996571
DFE1	-0.5787856006296351
DFE1	-0.7583417586982251
DFE1	-0.2678077349439263
DFE1	-0.6616660358384252
DFE1	-0.4110195105429738
DFE1	-0.41475654686801133
DFE1	-0.693581180111505
DFE1	-0.3093279994092881
DFE1	-0.6313223043689504
DFE1	-0.91766220794525
DFE1	-0.5597085461718961
DFE1	-0.9578661508858204
DFE1	-0.11995076602324839
DFE1	-0.13752236005384477
DFE1	-0.6838335748994723
DFE1	-0.8773490894585848
DFE1	-0.7310768601484596
DFE1	-0.47069829148240383
DFE1	-0.5776198172476142
DFE1	-0.481163497408852
DFE1	-0.8278284809319303
DFE1	-0.21383308072108775
DFE1	-0.8501671786652878
DFE1	-0.3100899626035243
DFE1	-0.8071849856059998
DFE1	-0.8748037284240127
DFE1	-0.33668743681628255
DFE1	-0.8121673856163397
DFE1	-0.2009197985287755
DFE1	-0.9240381469251588
DFE1	-0.1495456379372626
DFE1	-0.8699804209172726
DFE1	-0.7312888338696211
DFE1	-0.9525841202586889
DFE1	-0.5649741287808865
DFE1	-0.7282634678529576
DFE1	-0.3843962825136259
DFE1	-0.7907722768606618
DFE1	-0.5334615124156699
DFE1	-0.9625368731794879
DFE1	-0.5575632739113643
DFE1	-0.28623758954927325
DFE1	-0.44213854249101125
DFE1	-0.3900552267907187
DFE1	-0.8893161723390222
DFE1	-0.6080528436461463
DFE1	-0.643603307963349
DFE1	-0.8993491851259023
DFE1	-0.6682764610741287
DFE1	-0.4856332996161654
DFE1	-0.9042706843232736
DFE1	-0.557210114155896
DFE1	-0.2637284481199458
DFE1	-0.10229994812980292
DFE1	-0.5910160596715286
DFE1	-0.7140897303586826
DFE1	-0.6870135627221317
DFE1	-0.1994570954469964
DFE1	-0.17886109659448268
DFE1	-0.8555451929802075
DFE1	-0.30056343113537876
DFE1	-0.30863537383265793
DFE1	-0.4227980060502886
DFE1	-0.2878174383193254
DFE1	-0.6792679866077378
DFE1	-0.425048207375221
DFE1	-0.65721881238278
DFE1	-0.8638513558078558
DFE1	-0.75780840772204106
DFE1	-0.11344548463821413
DFE1	-0.7179595087887719
DFE1	-0.3714138678507879
DFE1	-0.953470300952904
DFE1	-0.5794423948274925
DFE1	-0.13668073881417508
DFE1	-0.12821300055366003
DFE1	-0.647615158604458
DFE1	-0.9144662473583594
DFE1	-0.38482704800553613
DFE1	-0.43411037679761644
DFE1	-0.9830057960934937
DFE1	-0.8174701482523232
DFE1	-0.14916211515665057
DFE1	-0.5785794242518023
DFE1	-0.38268084367737176
DFE1	-0.6951088657835498
DFE1	-0.4870034782215953
DFE1	-0.7845677457051352
DFE1	-0.40633328340481967
DFE1	-0.9892208582721651
DFE1	-0.7869702495634556
DFE1	-0.7441408736864105
DFE1	-0.29151379454415294
DFE1	-0.8334794200723991
DFE1	-0.9673777217045426
DFE1	-0.7624199694953859
DFE1	-0.4118020504713058
DFE1	-0.33927059415727856
DFE1	-0.7619623498525471
DFE1	-0.999229235178791
DFE1	-0.32251222997438156
DFE1	-0.5141249879729002
DFE1	-0.6610291042365133
DFE1	-0.8619546048808843
DFE1	-0.18474084639456123
DFE1	-0.93162304405123
DFE1	-0.44281933135353024
DFE1	-0.11384367491118608
DFE1	-0.7634167158743367
DFE1	-0.761698993598111
DFE1	-0.8047247407026589
DFE1	-0.6789398730266839
DFE1	-0.32299676034599545
DFE1	-0.48651525457389655
DFE1	-0.7604017524281517
DFE1	-0.6999227947788313
DFE1	-0.266857273853384
DFE1	-0.5088657601037994
DFE1	-0.5194506086874753
DFE1	-0.5465064766118303
DFE1	-0.9521732435561716
DFE1	-0.8413926298497245
DFE1	-0.5400734369643032
DFE1	-0.8304260482313112
DFE1	-0.988454478024505
DFE1	-0.1178837304469198
DFE1	-0.6986588184488938
DFE1	-0.8488825248088687
DFE1	-0.9726175027200952
DFE1	-0.9884951945859939
DFE1	-0.3429046937962994
DFE1	-0.5677716581150889
DFE1	-0.6190443811239674
DFE1	-0.4797625484177842
DFE1	-0.24329727687872948
DFE1	-0.44644028272014114
DFE1	-0.206215443671681
DFE1	-0.13216634970158336
DFE1	-0.13134664231911297
DFE1	-0.6067869891412556
DFE1	-0.5290424416773021
DFE1	-0.6671164645580574
DFE1	-0.41100721533875906
DFE1	-0.9020605654688552
DFE1	-0.45326143424026666
DFE1	-0.8469769726740196
DFE1	-0.8418813907774165
DFE1	-0.2162560695316642
DFE1	-0.5532510217279196
DFE1	-0.7809425315121189
DFE1	-0.6856586245121434
DFE1	-0.9899146175011992
DFE1	-0.7864817243767902
DFE1	-0.6323929305188358
DFE1	-0.4171659781597554
DFE1	-0.281831939285621
DFE1	-0.4352426562458277
DFE1	-0.5635266872588545
DFE1	-0.4948397720931098
DFE1	-0.6422882085200399
DFE1	-0.8624139421852306
DFE1	-0.32255340272095057
DFE1	-0.7950003498001024
DFE1	-0.7806008518207819
DFE1	-0.20769359020050615
DFE1	-0.19117264992091798
DFE1	-0.6488496903562918
DFE1	-0.21246598330326372
DFE1	-0.329676746786572
DFE1	-0.3595548463519662
DFE1	-0.7021167740691453
DFE1	-0.2968817503657192
DFE1	-0.5605321523966267
DFE1	-0.21450419749598948
DFE1	-0.6370677069295198
DFE1	-0.33537469478324056
DFE1	-0.34125175399240104
DFE1	-0.17341229019220916
DFE1	-0.35955374622717495
DFE1	-0.25096476969774806
DFE1	-0.5255517126061022
DFE1	-0.47970799710601564
DFE1	-0.3820348206441849
DFE1	-0.3994239071151241
DFE1	-0.33136702335905277
DFE1	-0.8635052190395072
DFE1	-0.753202871279791
DFE1	-0.6790887616109103
DFE1	-0.977664271555841
DFE1	-0.6073960027191787
DFE1	-0.5729572316864505
DFE1	-0.40340973425190896
DFE1	-0.7790974822593852
DFE1	-0.22887445373926307
DFE1	-0.28949033815879377
DFE1	-0.9526595165254548
DFE1	-0.543402292416431
DFE1	-0.19820597800426187
DFE1	-0.2552846835693344
DFE1	-0.737292732228525
DFE1	-0.5650035071419552
DFE1	-0.32492113257758315
DFE1	-0.2452996613690629
DFE1	-0.3726327197859064
DFE1	-0.6596534400945528
DFE1	-0.6403825442772358
DFE1	-0.8233883510809392
DFE1	-0.19041298022493713
DFE1	-0.1708912012632936
DFE1	-0.8807865041773766
DFE1	-0.851945746014826
DFE1	-0.409017329942435
DFE1	-0.9960553095676005
DFE1	-0.4273998127551749
DFE1	-0.2567245465936139
DFE1	-0.24339197624940423
DFE1	-0.9710059797856957
DFE1	-0.3267825558781624
DFE1	-0.3017179219983518
DFE1	-0.6832722621038556
DFE1	-0.23087609140202403
DFE1	-0.23238135317806152
DFE1	-0.1252073481446132
DFE1	-0.38189868701156227
DFE1	-0.7472047421848401
DFE1	-0.7350005815736949
DFE1	-0.9474157924531028
DFE1	-0.12020213510841127
DFE1	-0.5469253894640133
DFE1	-0.631299882987514
DFE1	-0.5479826896451414
DFE1	-0.20187024599872527
DFE1	-0.21351764267310502
DFE1	-0.19622214350383727
DFE1	-0.817218819190748
DFE1	-0.7244712268467992
DFE1	-0.9688725968357176
DFE1	-0.8615327143575996
DFE1	-0.7346076911780983
DFE1	-0.3067252126988024
DFE1	-0.8958116339053959
DFE1	-0.8393592557869851
DFE1	-0.10396550646983083
DFE1	-0.3664176303660497
DFE1	-0.9267474663676694
DFE1	-0.609361080196686
DFE1	-0.2117806734517217
DFE1	-0.9161395570728927
DFE1	-0.7674949679523706
DFE1	-0.3887479899916798
DFE1	-0.818152294983156
DFE1	-0.8457776910159737
DFE1	-0.2669026436284184
DFE1	-0.6285862986231223
DFE1	-0.5765303156804293
DFE1	-0.5936878707259894
DFE1	-0.5841123650548979
DFE1	-0.8181367440382019
DFE1	-0.2695373530266806
DFE1	-0.6926335801836103
DFE1	-0.5347393014933914
DFE1	-0.641622121934779
DFE1	-0.7105824585538357
DFE1	-0.712533816951327
DFE1	-0.5349830596009268
DFE1	-0.5090451278025284
DFE1	-0.7386144208954647
DFE1	-0.4254714140668511
DFE1	-0.4128207272617146
DFE1	-0.3834841357311234
DFE1	-0.7955809705192223
DFE1	-0.599042152101174
DFE1	-0.9595034360187128
DFE1	-0.6593600667780265
DFE1	-0.4104289889102801
DFE1	-0.5460818684659898
DFE1	-0.8050159913022071
DFE1	-0.4509474078658968
DFE1	-0.2441484530689194
DFE1	-0.30154768365900964
DFE1	-0.20707103880122302
DFE1	-0.838071794831194
DFE1	-0.17146630731876933
DFE1	-0.9182550014927984
DFE1	-0.5127632451243698
DFE1	-0.526623443281278
DFE1	-0.2855124419787899
DFE1	-0.6810668230755255
DFE1	-0.13923117886297398
DFE1	-0.7085901367478072
DFE1	-0.8382253925781697
DFE1	-0.38597040770109736
DFE1	-0.679120223922655
DFE1	-0.2724282722687349
DFE1	-0.3142673830734566
DFE1	-0.6643848482053727
DFE1	-0.46944197600241744
DFE1	-0.20780078594107176
DFE1	-0.41894612612668425
DFE1	-0.6474996974691749
DFE1	-0.6720762531273067
DFE1	-0.5949218551395461
DFE1	-0.21206700513139365
DFE1	-0.17750401219818734
DFE1	-0.604017479880713
DFE1	-0.3163860683562234
DFE1	-0.29809542752336704
DFE1	-0.8764404090121388
DFE1	-0.16680348434019832
DFE1	-0.48404330266639584
DFE1	-0.47860926873981946
DFE1	-0.6418380644870922
DFE1	-0.9217611421598122
DFE1	-0.7148497707443311
DFE1	-0.6575394597835839
DFE1	-0.2530232154997065
DFE1	-0.8244467580923811
DFE1	-0.3031878714449704
DFE1	-0.1310761603992432
DFE1	-0.5982784919906408
DFE1	-0.22219676352106033
DFE1	-0.3355308345519006
DFE1	-0.24008337880950414
DFE1	-0.33062207312323155
DFE1	-0.7949182241223752
DFE1	-0.45546981007792053
DFE1	-0.3033180696424097
DFE1	-0.6251144441310317
DFE1	-0.7215095243183896
DFE1	-0.6448736124206333
DFE1	-0.7321699743159116
DFE1	-0.7569469953421504
DFE1	-0.9700059399474412
DFE1	-0.7286222340539097
DFE1	-0.8419891217024997
DFE1	-0.3521278856555
DFE1	-0.22105785734020167
DFE1	-0.15980985860805952
DFE1	-0.6468959529651328
DFE1	-0.10388426571153098
DFE1	-0.4128658793168142
DFE1	-0.4955015895655378
DFE1	-0.4683482721680775
DFE1	-0.7600868994370102
DFE1	-0.5612534665036946
DFE1	-0.47000397841911756
DFE1	-0.7434262946480885
DFE1	-0.8715832633432001
DFE1	-0.4300665816757828
DFE1	-0.35107034889515487
DFE1	-0.6214083596598357
DFE1	-0.7143734357785434
DFE1	-0.7587802680209279
DFE1	-0.5902480283984914
DFE1	-0.21347942957654598
DFE1	-0.9150442053563893
DFE1	-0.8200003103818745
DFE1	-0.7348436564207077
DFE1	-0.6379895266378298
DFE1	-0.88891590021085
DFE1	-0.21168878600001328
DFE1	-0.9349974704440683
DFE1	-0.25972974323667586
DFE1	-0.5461170898517593
DFE1	-0.5182772095082328
DFE1	-0.8721863974351436
DFE1	-0.33014385013375425
DFE1	-0.9741987070534378
DFE1	-0.3801033812109381
DFE1	-0.7966753627173603
DFE1	-0.14392528834287077
DFE1	-0.46047597865108403
DFE1	-0.31407572771422565
DFE1	-0.9352187302662059
DFE1	-0.5398423298727721
DFE1	-0.24119856106117366
DFE1	-0.6836388578405603
DFE1	-0.8746093206573278
DFE1	-0.43522161159198725
DFE1	-0.41242424522060894
DFE1	-0.6722803396871313
DFE1	-0.8935652180574835
DFE1	-0.38692900300957256
DFE1	-0.6977721252012998
DFE1	-0.30668027794454245
DFE1	-0.3599536520661786
DFE1	-0.4074881231645122
DFE1	-0.9663738339440897
DFE1	-0.38461626828648143
DFE1	-0.7628782701678574
DFE1	-0.29919132050126784
DFE1	-0.20712963521946215
DFE1	-0.5092739388812333
DFE1	-0.12641825906466686
DFE1	-0.8779371924931183
DFE1	-0.5383188565261662
DFE1	-0.8250621750252322
DFE1	-0.8739908082876354
DFE1	-0.9285067033721134
DFE1	-0.25961111939977854
DFE1	-0.6806433093966916
DFE1	-0.1701261872658506
DFE1	-0.667880087159574
DFE1	-0.3716926738386973
DFE1	-0.44874394508078697
DFE1	-0.6370293033542112
DFE1	-0.317544213309884
DFE1	-0.6756442616693675
DFE1	-0.5663359296740964
DFE1	-0.9109696318861097
DFE1	-0.30471547015476974
DFE1	-0.15536334090866144
DFE1	-0.6824537348933517
DFE1	-0.31335617736913257
DFE1	-0.7497081356588751
DFE1	-0.5338226592866704
DFE1	-0.2876330703962594
DFE1	-0.4256884257309138
DFE1	-0.8071912456303835
DFE1	-0.5266094693914056
DFE1	-0.46969458120875063
DFE1	-0.10448030661791563
DFE1	-0.4541715928353369
DFE1	-0.9903969497187063
DFE1	-0.4030802825000137
DFE1	-0.4388680190080777
DFE1	-0.3476101576117798
DFE1	-0.39013221939094367
DFE1	-0.8482658583438024
DFE1	-0.9107212109258398
DFE1	-0.10488275091629473
DFE1	-0.4763929344946518
DFE1	-0.5371106041362509
DFE1	-0.688261160813272
DFE1	-0.8900256537133828
DFE1	-0.9820936889154837
DFE1	-0.24200375077780334
DFE1	-0.7397026004269719
DFE1	-0.4472899128682911
DFE1	-0.2657393511384726
DFE1	-0.29873120891861615
DFE1	-0.5378546281717718
DFE1	-0.8684868785087019
DFE1	-0.16583545289468016
DFE1	-0.6110038975952192
DFE1	-0.6974447104614228
DFE1	-0.3301588627509773
DFE1	-0.5478682498447597
DFE1	-0.5622846055077388
DFE1	-0.9090517975389958
DFE1	-0.8058273666538298
DFE1	-0.12928718419279905
DFE1	-0.7885986987035721
DFE1	-0.19859259182121602
DFE1	-0.5477637889096514
DFE1	-0.9547204829752445
DFE1	-0.2591076978947967
DFE1	-0.2059862493304535
DFE1	-0.21617851660121234
DFE1	-0.22469497236888858
DFE1	-0.2993450425099581
DFE1	-0.24997274128254499
DFE1	-0.2704879413126037
DFE1	-0.13247567692305895
DFE1	-0.24909481739159667
DFE1	-0.7717542831785977
DFE1	-0.18855119566433132
DFE1	-0.5743321381043642
DFE1	-0.6849644908215851
DFE1	-0.6243911374360323
DFE1	-0.23585857502184804
DFE1	-0.39524147300980983
DFE1	-0.5796736659947783
DFE1	-0.8531603759853169
DFE1	-0.7538607065100222
DFE1	-0.7899748896481469
DFE1	-0.2608648865716532
DFE1	-0.4444407218834385
DFE1	-0.49518153958488254
DFE1	-0.9533981436630711
DFE1	-0.769241506792605
DFE1	-0.3681632360909134
DFE1	-0.24393137057777492
DFE1	-0.42639467755798244
DFE1	-0.3455975010991096
DFE1	-0.5630703360075131
DFE1	-0.9850980211747811
DFE1	-0.8570374179631471
DFE1	-0.6826730714878066
DFE1	-0.997530703060329
DFE1	-0.6410814598435536
DFE1	-0.37024981365539134
DFE1	-0.24937442908994856
DFE1	-0.16215249660890552
DFE1	-0.5135590116959066
DFE1	-0.6353897230466827
DFE1	-0.9762726660817862
DFE1	-0.15017542815767226
DFE1	-0.5686056384118274
DFE1	-0.41020588548853987
DFE1	-0.14104185686446724
DFE1	-0.8897301463643089
DFE1	-0.5213571312371641
DFE1	-0.3883900227956474
DFE1	-0.15964746489189563
DFE1	-0.23359247804619365
DFE1	-0.3872262047603726
DFE1	-0.29479817373212425
DFE1	-0.7155795782338827
DFE1	-0.1723621787503361
DFE1	-0.6968681086553261
DFE1	-0.3170708945719525
DFE1	-0.669130552909337
DFE1	-0.9758941986365244
DFE1	-0.7675648503936827
DFE1	-0.6198139804415405
DFE1	-0.13384422650560734
DFE1	-0.2703918042359873
DFE1	-0.2351098875049501
DFE1	-0.5360562388785184
DFE1	-0.9291120002046227
DFE1	-0.48743435833603144
DFE1	-0.8449608173454181
DFE1	-0.4086531685199588
DFE1	-0.7383900710847229
DFE1	-0.9358428352512419
DFE1	-0.5040648899041116
DFE1	-0.8778963175136596
DFE1	-0.5228949078824371
DFE1	-0.9564227393828333
DFE1	-0.7751891979947686
DFE1	-0.8567324046976864
DFE1	-0.6306408225325868
DFE1	-0.4666940486757084
DFE1	-0.5361441522603854
DFE1	-0.921059351391159
DFE1	-0.9607007856480777
DFE1	-0.43226445456966756
DFE1	-0.720844087540172
DFE1	-0.7370625167619437
DFE1	-0.28076218778733164
DFE1	-0.19863906423561273
DFE1	-0.7813344320049509
DFE1	-0.3552236154442653
DFE1	-0.4093526632757857
DFE1	-0.9881608586991206
DFE1	-0.24816436411347242
DFE1	-0.568209803244099
DFE1	-0.13480932093225417
DFE1	-0.7893620648188516
DFE1	-0.17320990620646626
DFE1	-0.25213458477519446
DFE1	-0.28840198931284244
DFE1	-0.4370700502768159
DFE1	-0.7060171076795085
DFE1	-0.8457167610758916
DFE1	-0.8318854551296682
DFE1	-0.7245061397785321
DFE1	-0.9597492078784853
DFE1	-0.44040151417721063
DFE1	-0.9400267009856179
DFE1	-0.5534361949423328
DFE1	-0.358474153955467
DFE1	-0.7255886460188776
DFE1	-0.9145251300185919
DFE1	-0.638575108605437
DFE1	-0.40441689577419304
DFE1	-0.44354276168160134
DFE1	-0.659384202887304
DFE1	-0.9667065479326993
DFE1	-0.5516337655717507
DFE1	-0.7280441201524809
DFE1	-0.21757793128490444
DFE1	-0.33039966037031265
DFE1	-0.3215649131452665
DFE1	-0.24369505224749444
DFE1	-0.4556882556760683
DFE1	-0.9398291007615626
DFE1	-0.9364602183690295
DFE1	-0.7399545141262933
DFE1	-0.8173760863253847
DFE1	-0.1467078834306449
DFE1	-0.40572533034719527
DFE1	-0.3753437820356339
DFE1	-0.1721359061310067
DFE1	-0.6083716518478468
DFE1	-0.48416740323882546
DFE1	-0.5634491414530203
DFE1	-0.8459965494228527
DFE1	-0.7989426161861047
DFE1	-0.9764748665038496
DFE1	-0.6777932454366237
DFE1	-0.2422394909663126
DFE1	-0.5135141792008653
DFE1	-0.57528759627603
DFE1	-0.24843129671644415
DFE1	-0.8337843694258481
DFE1	-0.7067527537932619
DFE1	-0.4711003351258114
DFE1	-0.7355171593138947
DFE1	-0.913140461826697
DFE1	-0.1511001760838553
DFE1	-0.5886542600113898
DFE1	-0.28792582324240357
DFE1	-0.5618646000744775
DFE1	-0.5390949352644383
DFE1	-0.33187154771294447
DFE1	-0.9305649056797847
DFE1	-0.9454414230072871
DFE1	-0.12466285468544813
DFE1	-0.17201743924524637
DFE1	-0.7804669228382408
DFE1	-0.5496886206790805
DFE1	-0.3077161573339253
DFE1	-0.9649746824521571
DFE1	-0.5857820864766836
DFE1	-0.7135467131622135
DFE1	-0.9381385649787262
DFE1	-0.7867486615898087
DFE1	-0.5328099510399624
DFE1	-0.9720556404907257
DFE1	-0.729961911542341
